18:10:16.390	0.0	0.0	0.0
18:10:16.415	0.0	0.0	0.0
18:10:16.432	0.0	0.0	0.0
18:10:16.453	0.0	0.0	0.0
18:10:16.475	0.0	0.0	0.0
18:10:16.492	0.0	0.0	0.0
18:10:16.516	0.0	0.0	0.0
18:10:16.539	0.0	0.0	0.0
18:10:16.572	0.0	0.0	0.0
18:10:16.601	0.0	0.0	0.0
18:10:16.629	0.0	0.0	0.0
18:10:16.653	0.0	0.0	0.0
18:10:16.681	0.0	0.0	0.0
18:10:16.712	0.0	0.0	0.0
18:10:16.737	0.0	0.0	0.0
18:10:16.758	0.0	0.0	0.0
18:10:16.782	0.0	0.0	0.0
18:10:16.816	0.0	0.0	0.0
18:10:16.843	0.0	0.0	0.0
18:10:16.877	0.0	0.0	0.0
18:10:16.905	0.0	0.0	0.0
18:10:16.931	0.0	0.0	0.0
18:10:16.965	0.0	0.0	0.0
18:10:16.994	0.0	0.0	0.0
18:10:17.020	0.0	0.0	0.0
18:10:17.046	0.0	0.0	0.0
18:10:17.083	0.0	0.0	0.0
18:10:17.117	0.0	0.0	0.0
18:10:17.140	0.0	0.0	0.0
18:10:17.171	0.0	0.0	0.0
18:10:17.203	0.0	0.0	0.0
18:10:17.229	0.0	0.0	0.0
18:10:17.253	0.0	0.0	0.0
18:10:17.277	0.0	0.0	0.0
18:10:17.301	0.0	0.0	0.0
18:10:17.319	0.0	0.0	0.0
18:10:17.337	0.0	0.0	0.0
18:10:17.354	0.0	0.0	0.0
18:10:17.372	0.0	0.0	0.0
18:10:17.391	0.0	0.0	0.0
18:10:17.427	0.0	0.0	0.0
18:10:17.460	0.0	0.0	0.0
18:10:17.477	0.0	0.0	0.0
18:10:17.502	0.0	0.0	0.0
18:10:17.533	0.0	0.0	0.0
18:10:17.560	0.0	0.0	0.0
18:10:17.590	0.0	0.0	0.0
18:10:17.621	0.0	0.0	0.0
18:10:17.640	0.0	0.0	0.0
18:10:17.669	0.0	0.0	0.0
18:10:17.696	0.0	0.0	0.0
18:10:17.714	0.0	0.0	0.0
18:10:17.730	0.0	0.0	0.0
18:10:17.756	0.0	0.0	0.0
18:10:17.778	0.0	0.0	0.0
18:10:17.797	0.0	0.0	0.0
18:10:17.813	0.0	0.0	0.0
18:10:17.829	0.0	0.0	0.0
18:10:17.847	0.0	0.0	0.0
18:10:17.866	0.0	0.0	0.0
18:10:17.893	0.0	0.0	0.0
18:10:17.935	0.0	0.0	0.0
18:10:17.952	0.0	0.0	0.0
18:10:17.969	0.0	0.0	0.0
18:10:17.988	0.0	0.0	0.0
18:10:18.007	0.0	0.0	0.0
18:10:18.035	0.0	0.0	0.0
18:10:18.058	0.0	0.0	0.0
18:10:18.076	0.0	0.0	0.0
18:10:18.094	0.0	0.0	0.0
18:10:18.110	0.0	0.0	0.0
18:10:18.127	0.0	0.0	0.0
18:10:18.147	0.0	0.0	0.0
18:10:18.171	0.0	0.0	0.0
18:10:18.193	0.0	0.0	0.0
18:10:18.209	0.0	0.0	0.0
18:10:18.225	0.0	0.0	0.0
18:10:18.243	0.0	0.0	0.0
18:10:18.262	0.0	0.0	0.0
18:10:18.280	0.0	0.0	0.0
18:10:18.297	0.0	0.0	0.0
18:10:18.314	0.0	0.0	0.0
18:10:18.333	0.0	0.0	0.0
18:10:18.362	0.0	0.0	0.0
18:10:18.389	0.0	0.0	0.0
18:10:18.407	0.0	0.0	0.0
18:10:18.429	0.0	0.0	0.0
18:10:18.448	0.0	0.0	0.0
18:10:18.466	0.0	0.0	0.0
18:10:18.484	0.0	0.0	0.0
18:10:18.503	0.0	0.0	0.0
18:10:18.519	0.0	0.0	0.0
18:10:18.536	0.0	0.0	0.0
18:10:18.552	0.0	0.0	0.0
18:10:18.591	0.0	0.0	0.0
18:10:18.618	0.0	0.0	0.0
18:10:18.636	0.0	0.0	0.0
18:10:18.654	0.0	0.0	0.0
18:10:18.671	0.0	0.0	0.0
18:10:18.690	0.0	0.0	0.0
18:10:18.707	0.0	0.0	0.0
18:10:18.724	0.0	0.0	0.0
18:10:18.740	0.0	0.0	0.0
18:10:18.756	0.0	0.0	0.0
18:10:18.774	0.0	0.0	0.0
18:10:18.793	0.0	0.0	0.0
18:10:18.813	0.0	0.0	0.0
18:10:18.830	0.0	0.0	0.0
18:10:18.851	0.0	0.0	0.0
18:10:18.871	0.0	0.0	0.0
18:10:18.887	0.0	0.0	0.0
18:10:18.906	0.0	0.0	0.0
18:10:18.923	0.0	0.0	0.0
18:10:18.939	0.0	0.0	0.0
18:10:18.956	0.0	0.0	0.0
18:10:18.972	0.0	0.0	0.0
18:10:18.988	0.0	0.0	0.0
18:10:19.006	0.0	0.0	0.0
18:10:19.023	0.0	0.0	0.0
